Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Free TAFE,Job Trainer,Concession,Government subsidised fee,Non-subsidised fee,Currency,Currency_Time,Course_Delivery_Mode,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
VOC,Melbourne Polytechnic,,Certificate III in Bricklaying Blocklaying,"Architecture, Building & Planning",,,,,1180,5215,22565,AUD,Years,Normal,3,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/bricklaying-blocklaying/apprenticeship/,English,A,"This is the apprenticeship version of the course. For the non-apprenticeship, please go here. .Lay the foundation for a great career .Building and construction is a fast-growing industry in Australia, generating over $350 billion in revenue and producing around 8% of Australia’s Gross Domestic Product. There has never been a better time to be a qualified bricklayer or blocklayer, as these skills are always in demand. If you like working outdoors, have good hand-eye coordination and can work neatly and accurately, Melbourne Polytechnic’s Certificate III in Bricklaying Blocklaying is the perfect course to cement your construction career and fast-track your way to a job on a commercial or domestic worksite. .Learn in a real world setting .This is a practical course that covers all the essential skills and knowledge you’ll need as a bricklayer or blocklayer, including laying bricks and blocks, levelling, general demolition, veneer construction, structural masonry, arch design and construction and fireplace construction. Studying at Melbourne Polytechnic’s cutting-edge Heidelberg campus, you’ll work on full-size projects with real world challenges in Victoria’s most technologically advanced building and construction facilities. Melbourne Polytechnic’s instructors are qualified, industry-experienced practitioners, who will support you with in-depth training and self-paced learning resources. You can also choose the apprenticeship stream and get paid while you learn on site with your employer.",Construction Site Tradesperson/ Subcontractor/ Bricklayer/ Labourer,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,Certificate II in Electrotechnology (Pre-Vocational),Humanities and Social Science,,,450,450,775,2450,7400,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/electrotechnology-pre-vocational/,English,A,"Secure your future in electrotechnology .The electrotechnology industry is experiencing job growth, particularly in the construction, building and maintenance fields, providing plenty of opportunities for qualified electricians. This course provides you with the framework to start your electrical apprenticeship. .In particular, this course provides training in basic electrical theory, electrical workshop practices, wiring and basic installation skills, the use of hand and power tools and an overview of the electrotechnology industry, and the range of occupations within. .Industry connections and resources .Let Melbourne Polytechnic’s qualified and trade-experienced teachers guide you through your pre-apprenticeship studies. You will have access to the latest industry technology and learn trade terminology and techniques. .Our excellent facilities include an industry standard fabrication workshop, wiring workshop and PC and electrical laboratories. You will learn thorough Energyspace®, an online Learning Management System, for all of our content delivery and assessment requirements.  .Our teachers focus on your progress throughout the course, providing quality personal attention to ensure that you are industry ready.  .This course is aligned with the general electrical contracting industry in association with apprentice employers, and is recognised by state and national training boards.",,Australia,,,,,,
SHORT COURSES,Melbourne Polytechnic,,Course in Infection Control Skill Set (Retail),Humanities and Social Science,,,,,,,,AUD,Years,Normal,6, Weeks,,Yes,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/course/infection-control-skill-set-retail/,English,A,"This skill set is for workers employed in the Retail sector. .If you work in transport and logistics, enrol in the Transport and Logistics skill set. .If you work in hospitality or food handling, enrol in the Food Handling skill set. .For industry .Prepare your business to reopen, restart and recover. .The Infection Control Skill Set course can support businesses to reopen safely and ensure their customers and workforce are protected as Victoria manages the challenges of Coronavirus (COVID-19).  .If you have an industry group of 5 or more employees please contact us directly on 03 9269 8400. .Keeping Victorians Safe .COVID-19 has been a unique and difficult challenge for retail businesses and individuals. This free course in infection control is designed for the retail industry to help manage the ongoing risk of coronavirus in the workplace. .The HLTSS00065 Infection Control Skill Set (Retail) course provides you and your team with practical knowledge and skills on how to help keep the workplace and the broader community safe.",,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate IV in Accounting and Bookkeeping,Business & Commerce & Finance & Accounting,7220,,250,250,775,3250,5820,AUD,Years,Normal,6,Months,Yes,,Year 12,IELTS,ATAR ,11,5.5,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/accounting-and-bookkeeping/,English,A,"Your first step into the world of finance .You can enter the finance industry with essential skills as an accounting support officer and bookkeeper with our FNS40617 Certificate IV in Accounting and Bookkeeping. You’ll gain practical knowledge of a variety of accounting and bookkeeping skills necessary for the workplace, include completing BAS statements, preparing financial reports and establishing a payroll system. Bookkeeping is a large and stable occupation, with a predicted 50,000 job openings in the next five years. Bookkeepers and accountants are necessary across all industries, so you can choose where you want to go, and never be bored. .Graduate job ready with practical skills .Melbourne Polytechnic’s Certification IV in Accounting and Bookkeeping is a practical course that will give you the foundation for a career in accounting. You’ll learn both traditional manual accounting and computerised accounting, through programs including MYOB, BAS, Payroll and Excel. At Melbourne Polytechnic, we’ve worked directly with professional accounting bodies to develop a course that ensures you’re industry ready. You’ll learn from teachers with real-world experience, including BAS agents and certified practicing accountants. This course is accredited by Australia’s professional accounting bodies.",,Australia,Yes,Yes,,,Yes,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Music Industry,Computer Science & Information Technology,,,,,2225,10500,16400,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/advanced-diploma/music-industry/performance/,English,A,"Take the next step towards the main stage .Passionate musicians with an urge to embrace the musical life will find a well-rounded musical education with Melbourne Polytechnic’s Advanced Diploma of Music Industry (Performance).  Best suited to those musicians with significant performance experience and strong music skills, this course will help you strengthen your performance skills and grow your fanbase. Best of all, you’ll be learning in Melbourne - the music capital of Australia. We have over 553 live music venues in the Greater Melbourne area that are putting on over 70,000 gigs every year. .A well-rounded musical education .Melbourne Polytechnic’s Advanced Diploma of Music Industry (Performance) emphasises musicianship. You’ll improve your skills and knowledge, both practical and theoretical.You will study performance across individual lessons, small bands, larger ensembles, workshops, and performance platforms, culminating in a forty-minute recital in a Melbourne venue of your choice. Your performance skills will be backed by music craft skills in theory, aural, improvisation, reading, keyboard, arranging, composition, and technology. Students have access to our rehearsal rooms, equipped with drum kits, piano, PA systems and amplifiers, as well as our music-focused computer labs. Melbourne Polytechnic’s music programs are highly regarded, and our alumni include founding members of ARIA-winning band Augie March, Top 20 chart rockers Stonefield and multi-CMC award winner, Jasmine Rae. You’ll be taught by experienced, working musicians and have the opportunity to perform in venues around Melbourne as part of your course.",Music Arranger/ Producer/ Musician,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate II in Food Processing,Business & Commerce & Finance & Accounting,,,,,615,2450,4600,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/food-processing/work-education/,English,A,"Advance your food production skills .If you already work in a production or production support role, for example, packaging, machine operations and bottling, you can advance your skills with Melbourne Polytechnic’s  Certificate II in Food Processing. If you are a young person with an intellectual disability, Melbourne Polytechnic’s individualised attention will help you learn the skills to join a booming industry that is predicted to grow by another 12% in the next five years. You’ll learn in the classroom and on the job through work placement opportunities. You’ll work in Melbourne Polytechnic’s commercial kitchen, assist in catering for functions and prepare food for sale in our produce shop. Personal management, teamwork and communication skills will set you up for positive outcomes and a strong future in the hospitality workforce. .Learn new skills in a program designed for you .At Melbourne Polytechnic, our qualified careers advisors and educators will develop a customised program tailored to your skills and goals. You will improve your numeracy, literacy, language and teamwork skills, alongside developing work-ready skills for the food processing sector. You will learn about cleaning and maintaining kitchens and equipment, hygiene and food safety, basic food preparation and presentation and venue set-up. Melbourne Polytechnic’s unique industry partnerships offer hospitality field trips - plus, our own industry-standard kitchens have been used by Masterchef and the Great Australian Bake Off.  You’ll have the opportunity to gain real-life experience before you graduate, with 300 hours of practical placement, followed by an evaluation to determine your strengths, weaknesses and future goals. Your teachers will work with you at the end of the program, preparing an action plan to follow once the course is complete and assisting with active jobsearching. Best of all, class sizes are limited to ten students, so you’ll receive individual attention.",,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate II in Food Processing,Business & Commerce & Finance & Accounting,,,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/engineering-mechanical-trade/apprenticeship/,English,A,,,Australia,,,,,,
DIP,Melbourne Polytechnic,,Diploma of Theatre Arts,Mass Communication & Media,,,,,2555,12150,17950,AUD,Years,Normal,11,Months,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/diploma/theatre-arts/,English,A,"Step into the spotlight .Work creatively and develop performance skills in voice, acting, movement and improvisation with Melbourne Polytechnic’s Diploma of Theatre Arts. From script-writing to performing, this hands-on diploma will allow you to push the boundaries of your own creativity as a performance artist. The course will teach you a balance of performance, technical, marketing, theatre event and festival production skills. Home to over 50 theatres, the city of Melbourne and its inner suburbs are the perfect base for your theatrical exploration. .Unleash your creative potential .Learn how to stage your own plays and present them to a live audience. Our Diploma of Theatre Arts is taught at our Prahan campus, home to Melbourne Polytechnic’s lively artistic community. We encourage you to take advantage of our many rehearsal and performance spaces, including the David Williamson Theatre. This is our 120-seat theatre with an industry-standard lighting and sound equipment, flying systems, a set and prop construction area and stage storage spaces. Melbourne Polytechnic has enduring connections with theatre companies such as Arts Centre Melbourne, La Mama, The Carlton Courthouse, Red Stitch Theatre Company and Impro Melbourne. During the course, you may even be invited to work on shows in the Melbourne Comedy Festival or the Fringe Festival.",Stage Manager/ Theatre Performer/ Script Writer/ Set Maker/ Stage Hand/ Prop Maker/ Production Manager,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Education Support,Education,7800,,250,250,695,2850,6550,AUD,Years,Normal,6,Months,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/education-support/,English,A,"A high impact career .Teachers’ aides make a real difference in the lives of the children they support. Working with children with special needs is an ideal career for people who enjoy working with children and possess patience, resilience and empathetic natures. Melbourne Polytechnic’s Certificate III in Education Support teaches a specialised skill set to provide this support. Opportunities for education support workers are expected to increase substantially in the next five years, with an additional 30,000 job opportunities predicted. You can expect to be in demand and enjoy job security and opportunities to learn and develop your career. More importantly, you’ll make a difference to people’s lives. .Learn to provide the support they need .Melbourne Polytechnic’s Certificate III in Education Support provides the skills needed to give extra literacy and numeracy support to students with special needs in classroom settings. You will learn with highly experienced teachers who will guide your learning and mentor you in the essential skills needed to work as an educational support assistant. You will participate in a number of excursions to primary schools and be given the opportunity to listen to guest speakers from industry. You will also gain hands-on skills via a 100-hour workplace placement.",Teacher's Aide/ Education Assistant,Australia,Yes,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Education Support,Education,,,,,,,,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/engineering-fabrication-trade/heavy-fabrication/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Jewellery Manufacture,Creative Arts & Design & Music,,,,,1495,6850,21850,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/jewellery-manufacture/non-apprenticeship/,English,A,"This is the non-apprenticeship version of the course. For the apprenticeship, please go here. .Evolve your jewellery creation skills .Delve into your passion for jewellery with Melbourne Polytechnic’s MEM30619 Certificate III in Jewellery Manufacture (Non-Apprenticeship stream). Rich in technical skills and expertise in the field, this course will teach you the skills for an exciting future in the jewellery trade. The jewellery manufacturing trade in Australia is flourishing with over 1,300 prominent businesses in operation. Use your skills to create a valuable career in a creative and technical industry. .Practical training with industry credibility .Melbourne Polytechnic’s MEM30619 Certificate III in Jewellery Manufacture (Non-Apprenticeship stream) will provide industry-standard training from an array of experienced professionals within the jewellery trade. Qualified industry leaders guiding you throughout your studies and equip you with specialist jewellery manufacture skills, without the need for an apprenticeship. Learn an assortment of skills including ring manufacturing, casting applications, stone setting, gemmology and repairs in our purpose-built Jewellery Centre. Melbourne Polytechnic’s extensive industry connections give your qualification a unique credibility through our partnerships with industry bodies including the Gold and Silversmiths Guild of Australia and the Jewellers Association of Australia (JAA) .",Jeweller/ Assistant Jeweller/ Jewellery Repairer/ Watchmaker,Australia,Yes,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Jewellery Manufacture,Creative Arts & Design & Music,120,120,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/basic-food-handlers/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Jewellery Manufacture,Creative Arts & Design & Music,275,275,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/chainsaw-operation-and-safety/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Jewellery Manufacture,Creative Arts & Design & Music,750,750,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/grid-connect-design/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Jewellery Manufacture,Creative Arts & Design & Music,1600,1600,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/stand-alone-power-supply-systems-sps/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate II in Furniture Making Pathways,Foundation,,,,,705,2460,15810,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/furniture-making-pathways/,English,A,"Joining furniture making to building and construction .Start building towards your future with our dual qualification MSF20516 Certificate II in Furniture Making Pathways and 22338VIC Certificate II in Building and Construction (Joinery/Shopfitting/Stairbuilding). The furniture industry in Australia is growing, with household goods soaring to the top of all non-food retail categories in the country in 2018. You’ll learn to build a lot more than just furniture - this course will also teach you to make windows, doors and stairs. You’ll meet industry professionals and take your seat in the furniture manufacturing trade. .Measure twice, cut once and learn from the best! .Furniture Making and joinery require a specialised set of skills, offered by Melbourne Polytechnic’s industry-experience teachers. We’ve been teaching furniture making for almost 100 years and our students have earned many industry awards, including accolades from the Furnishing Industry of Australia.  You’ll learn technical skills, problem-solving, detail-orientation, craftsmanship and organisational skills, as part of a course recognised by the Cabinet Makers Association and the Australian Furniture Association (AFA). Created with industry, for industry hands-on practical coursework will teach you to construct an oil stone box, a hall cabinet and other pieces of furniture. Our teachers maintain industry connections and might help you secure an apprenticeship at the conclusion of your studies.",Joiner/ Shopfitter/ Stairbuilder/ Timber Machinist/ Manufacturing Tradesperson/ Cabinet Maker/ Furniture Maker/ Furniture Restorer/ Furniture Upholsterer,Australia,,Yes,,,,
DIP,Melbourne Polytechnic,,Diploma of Hospitality Management,Tourism and Hotel Management,7450,,,,2045,9200,14000,AUD,Years,Normal,18,Months,Yes,,Year 12,IELTS,ATAR ,11,5.5,,https://www.melbournepolytechnic.edu.au/study/diploma/hospitality-management/,English,A,"Unleash your leadership potential .Australia’s hospitality industry is undergoing a period of rapid growth. A predicted 91,000 new jobs are expected to be created in the next five years, bringing the total workforce to over 970,000 people. Australians have a growing appetite for high quality food and drink, and they love going out. With the number of bars, restaurants and cafes growing all the time, the industry needs strong managers who can lead the way and provide top level service. Melbourne Polytechnic’s Diploma of Hospitality Management provides in-demand hospitality management skills for success in an industry with unlimited potential for career advancement. .A fast-track to the top  .Melbourne Polytechnic’s Diploma of Hospitality Management teaches everything you’ll need, from making great coffee to developing leadership skills and managing a business’s budget. You’ll also earn your Responsible Service of Alcohol (RSA) certificate, readying you for bar work. You can start with a Certificate IV in a specialty area – hospitality, commercial cookery or patisserie for your first 12 months and move straight into the diploma for a further six months. You will be taught by industry-qualified professionals in modern, state-of-the-art facilities including an operational restaurant and fully-equipped training bar. Learn in facilities featured on Masterchef and The Great Australian Bake-Off, work a kitchen alongside master chefs, such as Jarrod di Blasi and Donovan Cooke and put your skills to the test for real events, earning valued experience while you’re still studying",Bar Supervisor/ Team Leader,Australia,,Yes,,,,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Hospitality Management,Tourism and Hotel Management,7450,,,,2445,11200,18800,AUD,Years,Normal,2,Years,Yes,,Year 12,IELTS,ATAR ,11,5.5,,https://www.melbournepolytechnic.edu.au/study/advanced-diploma/hospitality-management/,English,A,"Step up and take the lead .Hospitality business ownership in Australia is more popular than ever. Combined with a growing population and the rise of ‘foodie’ culture, business is booming for restaurants, cafes and bars. Employment is expected to grow significantly in the next 5 years, by 12.1% – that’s roughly 91,000 jobs. Whether you’re already working in hospitality or looking for a challenging role, Melbourne Polytechnic’s Advanced Diploma of Hospitality will provide you with the skills for leadership in this dynamic industry. .Study for a senior role .Melbourne Polytechnic’s Advanced Diploma of Hospitality will equip you with the skills to manage a variety of hospitality enterprises. You will master cocktail creation, business plan development, compliance with hospitality laws and regulations, staff rostering and diversity management. Melbourne Polytechnic facilities include an award-winning fully- operational commercial restaurant, St Georges,  and a fully-equipped training bar, using the latest technologies and methodologies. You will learn with industry-experienced teachers and will have the opportunity to network and grow your professional contacts as you get real-world experience before you even graduate.",,Australia,,,,,Yes,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate),Mass Communication & Media,,,,,535,1850,8850,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/vcal/victorian-certificate-of-applied-learning-intermediate/intermediate/,English,A,"Melbourne Polytechnic’s VCAL Intermediate program is a recognised senior school completion certificate. It offers a pathway into VCAL Senior, a recognized Year 12 equivalency. If you’re still at school, or even if you have left, and if you’re older than 15 years old, this course is a great way to broaden your options for further study or work. You’ll receive supported training in literacy, numeracy and communication skills, work-related experiences and personal development skills. The program is integrated which means that your curriculum is student-centered, negotiated, active hands-on learning that better reflects the world of work and further study.  This qualification will prepare you for further study, pre-apprenticeships, apprenticeships or employment. .Feel supported while you study .Melbourne Polytechnic’s VCAL Intermediate course is a unique offering for young people who have not finished Year 11, but want to move into further study and qualified employment. Learn in an environment that’s not like high school. You’ll improve your literacy, numeracy, personal development and work skills. Careers counselling is central to this course. You’ll have friendly and approachable teachers that are experts at working with young people supporting you while you study. Our Student Pathways Advisors will help you decide which trade, work area or further study you might like to do in the future.",,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate),Mass Communication & Media,495,495,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/dance-and-movement/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate),Mass Communication & Media,495,495,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/introduction-to-tractors-course/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate),Mass Communication & Media,690,690,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/gem-setting/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate),Mass Communication & Media,770,770,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/furniture-making/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Arboriculture,Humanities and Social Science,,,,1475,1400,6115,14615,AUD,Years,Normal,2,Years,,Yes,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/arboriculture/,English,A,"Branch out into a career in arboriculture .Grow your passion for conserving nature into an outdoor career with Melbourne Polytechnic’s Certificate III in Arboriculture. Arboriculture is the study of tree cultivation and management, with outdoor work and tree climbing part of the day-to-day job. Arborists are in very high demand, with only 15% of advertised job opportunities filled in the past several years. With increased focus on parks and green spaces in our urban area, arboriculture is a career that is set to grow over the next five years. .Learn industry best practice with official accreditation .The Certificate III in Arboriculture is designed to train you in the latest techniques, using highly-specialised equipment. You’ll learn how to safely access trees, and carry out maintenance and removal works, whilst identifying trees and assessing their health, suitability and longevity. This qualification has been developed with industry body, the Victorian Tree Industry Organisation, to ensure that all graduates enter the workforce with industry-standard skills.  Melbourne Polytechnic has a strong reputation for excellence in Arboriculture, with previous students winning awards, including the Victorian Training Award for Trainee of the Year in 2018.",Arborist/ Timber Analyst/ Urban Planning Specialist,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Shopfitting,Computer Science & Information Technology,,,,,1295,5490,18240,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/shopfitting/,English,A,"Construct a valuable skill set .Assemble your construction skills with a CPC30116 Certificate III in Shopfitting at Melbourne Polytechnic. Working within a specialised, industry-ready base, this course will prepare you to work on infrastructure projects big and small. You’ll learn the fundamentals of construction and the principles and methods involved in the shopfitting practice. .Highly regarded experience and expertise .You’ll receive exceptional training from an array of experienced trade professionals in our industry simulation training facilities. Melbourne Polytechnic is equipped with state of the art machinery and qualified teachers who will teach you the fundamentals of shopfitting, from door and window installation to timber machinery. Melbourne Polytechnic’s industry connections will grant your qualification a unique credibility, and you’ll learn current methods and practices you can immediately employ as you construct your first store front entry.",Timber Machinist/ Shopfitter/ Construction Site Tradesperson/ Window Installer,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Carpentry,"Architecture, Building & Planning",,,,,1495,5850,22750,AUD,Years,Normal,4,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/carpentry/,English,A,"Make a life for yourself in carpentry .It’s a fantastic time to be a carpenter in Australia, as the building and construction industries continue to boom. Our CPC30211 Certificate III in Carpentry will train you in all the skills you’ll need to succeed in this industry. Employment for carpenters is projected to grow by more than 5% in the next five years and qualified carpenters will continue to be in high demand. Many carpenters work on construction sites and large projects, though there are ample opportunities for those that start their own small carpentry businesses. If you enjoy creating things from scratch and have a good eye for detail this course can take you anywhere. .Learn in northern Melbourne .This course offers hands-on learning opportunities at Melbourne Polytechnic’s purpose built facilities. You will learn by undertaking full-size projects in a range of workshop spaces, materials and computer labs, as well as undertaking theoretical training to compliment your learning. Our dedicated workshops are the most technologically-advanced training facilities for building and construction in Victoria. You’ll be taught by industry-qualified staff and experienced practitioners who will provide in-depth training and knowledge to set you up with the skills to succeed. If you can already demonstrate existing skills and knowledge in carpentry there may be opportunities to fast-track your qualification through skills recognition.",Building Site Foreperson/ Subcontractor/ Building Surveyor/ Carpentry Business Owner/ Carpenter/ Registered Builder,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Painting and Decorating,Computer Science & Information Technology,,,,,1280,5235,21785,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/painting-and-decorating/apprenticeship/,English,A,"Take control of your career .Put yourself on the path to success as a business owner or contractor specialising in painting and decorating. Join a flexible industry known for its low barriers to entry, flexibility and freedom, with 65% of painters operating as sole proprietors. Study a Certificate III in Painting and Decorating CPC30611 at Melbourne Polytechnic and we’ll help you build skills that can help you go where you want to go. .Benefit from practical and flexible training .You’ll gain essential skills such as creative texture finishes, applying wallpaper and decorative finishing touches, matching colours and safely managing lead paint and asbestos. At Melbourne Polytechnic, you’ll have the opportunity to work on real-life projects in our dedicated training facilities, taught by our industry-experience staff.  Our flexible, practical approach means we can fit around work schedules, delivering training on-site or in our industry-standard facilities. Our Painting and Decorating students have a national reputation for excellence, winning gold medals at regional WorldSkills competitions and many other industry accolades.",Qualified Painter/ Labourer/ Subcontractor,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate IV in Disability,Computer Science & Information Technology,,,250,250,475,1750,12250,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/disability/,English,A,"An empowering career path .With the National Disability Insurance Scheme (NDIS) rollout, people-focused, disability support workers are in high demand. Melbourne Polytechnic’s Certificate IV in Disability teaches you the skills to pursue a rewarding career in a fast-growing sector. Disability support workers provide residential, recreation and respite services to people living with disabilities. Job opportunities in disability support are predicted to almost double over the next five years, with over 35,000 job openings forecast every year. .Learn people-oriented skills .Melbourne Polytechnic has a significant history in delivering accredited education for the disability sector, working with industry bodies to ensure that all courses are current and representative. In this highly-regarded, nationally-recognised course, you will learn how to train and support people with disabilities so they can live with more self-reliance, community participation, and wellbeing. You will learn under friendly and supportive industry professionals with extensive experience within the disability sector. Melbourne Polytechnic’s Certificate IV in Disability offers the chance to develop industry connections and experience when you complete 120 hours of work placement as a disability worker. You’ll learn the latest skills and industry knowledge and graduate job-ready.",Disability Support Worker/ Lifestyle Support Officer/ Senior Personal Care Assistant/ Behavioural Support Officer/ Senior Disability Worker/ Disability Team Leader/ Day Support Disability Officer,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate IV in Mental Health,English,,,250,250,935,4050,12400,AUD,Years,Normal,11,Months,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/mental-health/,English,A,"Improve the wellbeing of others .Embark on a career where you can make a difference and improve the lives of others.  Mental health is a growing industry where qualified professionals are more in demand than ever, with job opportunities expected to grow by more than 20% in the next five years. With the CHC43315 Certificate IV in Mental Health you can commence a rewarding career where your in-demand skills can change lives. .Gain an understanding of the mind .Taught by our industry-experienced teachers, our CHC43315 Certificate IV in Mental Health provides specific knowledge and skills related to mental health issues. With a focus on recovery-oriented models and community programs, you’ll learn essential skills for the community mental health and psychosocial disability sector. Melbourne Polytechnic students have the opportunity to learn on the job. You’ll undertake work placement in the mental health services industry, under the guidance and supervision of professional healthcare practitioners and graduate job-ready.",Outreach Worker/ Mental Health Support Worker/ Community Support Worker/ Mental Health Rehabilitation Support Worker/ Psychosocial Disability Support Worker/ Recovery-Oriented Mental Health Practitioner,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate IV in Mental Health,English,,,,,,,,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/urban-pest-management/apprenticeship/,English,A,,,Australia,,,,,,
